od,hora_do_dia,n_viagens_validacao_hora,n_viagens_sintetico_hora,validacao_pct,sintetico_pct,validacao_pct_por_od,sintetico_pct_por_od,similaridade_hora_dot
times sq/theatre district-midtown center,8,144,281,0.007225121748318904,0.006500820931070246,5.347196435202377,5.079537237888648,0.05595543895571362
times sq/theatre district-midtown center,9,119,320,0.005970760333680206,0.007403070099439425,4.418863720757519,5.784526391901663,0.05595543895571362
times sq/theatre district-midtown center,10,126,324,0.006321981529779041,0.007495608475682419,4.6787968808020794,5.856832971800434,0.05595543895571362
times sq/theatre district-midtown center,11,138,349,0.006924075008805617,0.008073973327201124,5.124396583735611,6.308749096167751,0.05595543895571362
times sq/theatre district-midtown center,12,137,323,0.006873900552220069,0.00747247388162167,5.087263275157817,5.838756326825742,0.05595543895571362
times sq/theatre district-midtown center,13,127,313,0.006372155986364589,0.007241127941014188,4.715930189379874,5.657989877078815,0.05595543895571362
times sq/theatre district-midtown center,14,173,315,0.008680180989299796,0.007287397129135685,6.424062383958411,5.6941431670282,0.05595543895571362
times sq/theatre district-midtown center,15,157,294,0.007877389683931028,0.006801570653859973,5.829929446713702,5.314533622559653,0.05595543895571362
times sq/theatre district-midtown center,16,195,381,0.00978401903418185,0.008814280337145066,7.240995172669885,6.887201735357918,0.05595543895571362
times sq/theatre district-midtown center,17,210,466,0.01053663588296507,0.010780720832308664,7.7979948013368,8.423716558206797,0.05595543895571362
times sq/theatre district-midtown center,18,199,413,0.009984716860524042,0.00955458734708901,7.3895284069810625,7.465654374548084,0.05595543895571362
times sq/theatre district-midtown center,19,190,269,0.00953314675125411,0.006223205802341268,7.055328629780913,4.862617498192336,0.05595543895571362
times sq/theatre district-midtown center,20,132,236,0.006623028269292329,0.005459764198336577,4.901596732268845,4.2660882140274765,0.05595543895571362
times sq/theatre district-midtown center,21,176,303,0.008830704359056439,0.007009782000406707,6.535462309691793,5.477223427331887,0.05595543895571362
times sq/theatre district-midtown center,22,150,340,0.007526168487832193,0.00786576198065439,5.569996286669142,6.146059291395517,0.05595543895571362
times sq/theatre district-midtown center,23,101,187,0.005067620115140343,0.004326169089359915,3.7504641663572222,3.3803326102675344,0.05595543895571362
midtown east-midtown east,0,24,44,0.0012041869580531508,0.0010179221386729211,0.8951883625512868,0.7838945305540709,0.05825043943055143
midtown east-midtown east,1,18,14,0.000903140218539863,0.00032388431685047487,0.6713912719134651,0.2494209869944771,0.05825043943055143
midtown east-midtown east,2,9,15,0.0004515701092699315,0.00034701891091122307,0.3356956359567326,0.26723677177979693,0.05825043943055143
midtown east-midtown east,3,10,4,0.0005017445658554796,9.253837624299282e-05,0.37299515106303616,0.07126313914127917,0.05825043943055143
midtown east-midtown east,4,8,11,0.0004013956526843836,0.0002544805346682303,0.29839612085042894,0.19597363263851772,0.05825043943055143
midtown east-midtown east,5,5,19,0.0002508722829277398,0.0004395572871542159,0.18649757553151808,0.33849991092107606,0.05825043943055143
midtown east-midtown east,6,26,82,0.0013045358712242467,0.001897036712981353,0.969787392763894,1.460894352396223,0.05825043943055143
midtown east-midtown east,7,115,193,0.005770062507338014,0.0044649766537244034,4.289444237224916,3.4384464635667205,0.05825043943055143
midtown east-midtown east,8,124,286,0.006221632616607946,0.006616493901373986,4.625139873181649,5.095314448601461,0.05825043943055143
midtown east-midtown east,9,181,321,0.009081576641984179,0.0074262046935001744,6.751212234240955,5.718866916087654,0.05825043943055143
midtown east-midtown east,10,171,287,0.0085798320761287,0.006639628495434734,6.378217083177919,5.11313023338678,0.05825043943055143
midtown east-midtown east,11,138,359,0.006924075008805617,0.008305319267808605,5.147333084669899,6.395866737929806,0.05825043943055143
midtown east-midtown east,12,172,294,0.008630006532714247,0.006801570653859973,6.415516598284222,5.23784072688402,0.05825043943055143
midtown east-midtown east,13,162,289,0.008128261966858768,0.006685897683556231,6.042521447221186,5.14876180295742,0.05825043943055143
midtown east-midtown east,14,235,370,0.011790997297603769,0.008559799802476837,8.76538604998135,6.591840370568323,0.05825043943055143
midtown east-midtown east,15,199,376,0.009984716860524042,0.008698607366841325,7.422603506154419,6.698735079280242,0.05825043943055143
midtown east-midtown east,16,194,367,0.009733844577596303,0.008490396020294591,7.236105930622902,6.538393016212364,0.05825043943055143
midtown east-midtown east,17,222,444,0.011138729361991645,0.010271759762972203,8.280492353599403,7.910208444681988,0.05825043943055143
midtown east-midtown east,18,183,512,0.009181925555155275,0.01184491215910308,6.825811264453561,9.121681810083734,0.05825043943055143
midtown east-midtown east,19,121,355,0.006071109246851302,0.008212780891565614,4.513241327862739,6.324603598788527,0.05825043943055143
midtown east-midtown east,20,115,295,0.005770062507338014,0.006824705247920721,4.289444237224916,5.255656511669339,0.05825043943055143
midtown east-midtown east,21,102,279,0.005117794571725891,0.00645455174294875,3.8045505408429694,4.970603955104223,0.05825043943055143
midtown east-midtown east,22,86,249,0.004315003266357123,0.005760513921126303,3.207758299142111,4.436130411544629,0.05825043943055143
midtown east-midtown east,23,61,148,0.003060641851718425,0.0034239199209907343,2.2752704214845205,2.6367361482273295,0.05825043943055143
times sq/theatre district-times sq/theatre district,0,71,135,0.0035623864175739046,0.003123170198201008,2.662167229096363,2.3396880415944543,0.05956556123725436
times sq/theatre district-times sq/theatre district,1,25,62,0.0012543614146386989,0.0014343448317663888,0.9373828271466067,1.074523396880416,0.05956556123725436
times sq/theatre district-times sq/theatre district,2,29,36,0.0014550592409808907,0.0008328453861869354,1.0873640794900636,0.6239168110918544,0.05956556123725436
times sq/theatre district-times sq/theatre district,3,17,23,0.0008529657619543152,0.0005320956633972087,0.6374203224596925,0.3986135181975737,0.05956556123725436
times sq/theatre district-times sq/theatre district,4,8,19,0.0004013956526843836,0.0004395572871542159,0.29996250468691416,0.3292894280762565,0.05956556123725436
times sq/theatre district-times sq/theatre district,5,22,17,0.0011038380448820549,0.0003932880990327195,0.8248968878890138,0.29462738301559793,0.05956556123725436
times sq/theatre district-times sq/theatre district,6,28,47,0.0014048847843953426,0.0010873259208551657,1.0498687664041995,0.8145580589254766,0.05956556123725436
times sq/theatre district-times sq/theatre district,7,54,110,0.002709420655619589,0.0025448053466823025,2.0247469066366706,1.9064124783362217,0.05956556123725436
times sq/theatre district-times sq/theatre district,8,73,185,0.0036627353307450003,0.004279899901238418,2.7371578552680917,3.2062391681109186,0.05956556123725436
times sq/theatre district-times sq/theatre district,9,90,188,0.004515701092699316,0.004349303683420663,3.374578177727784,3.2582322357019065,0.05956556123725436
times sq/theatre district-times sq/theatre district,10,89,211,0.004465526636113768,0.004881399346817871,3.3370828646419195,3.65684575389948,0.05956556123725436
times sq/theatre district-times sq/theatre district,11,105,256,0.005268317941482535,0.00592245607955154,3.937007874015748,4.436741767764298,0.05956556123725436
times sq/theatre district-times sq/theatre district,12,125,291,0.006271807073193494,0.006732166871677728,4.6869141357330335,5.043327556325823,0.05956556123725436
times sq/theatre district-times sq/theatre district,13,150,248,0.007526168487832193,0.005737379327065555,5.62429696287964,4.298093587521664,0.05956556123725436
times sq/theatre district-times sq/theatre district,14,122,246,0.00612128370343685,0.005691110138944059,4.5744281964754405,4.263431542461006,0.05956556123725436
times sq/theatre district-times sq/theatre district,15,129,267,0.006472504899535686,0.006176936614219771,4.83689538807649,4.62738301559792,0.05956556123725436
times sq/theatre district-times sq/theatre district,16,194,369,0.009733844577596303,0.008536665208416087,7.274090738657668,6.395147313691507,0.05956556123725436
times sq/theatre district-times sq/theatre district,17,207,546,0.010386112513208427,0.01263148835716852,7.761529808773904,9.462738301559792,0.05956556123725436
times sq/theatre district-times sq/theatre district,18,278,584,0.01394849893078233,0.013510602931476951,10.423697037870266,10.121317157712305,0.05956556123725436
times sq/theatre district-times sq/theatre district,19,231,413,0.011590299471261577,0.00955458734708901,8.661417322834646,7.1577123050259965,0.05956556123725436
times sq/theatre district-times sq/theatre district,20,162,377,0.008128261966858768,0.008721741960902073,6.074240719910011,6.533795493934143,0.05956556123725436
times sq/theatre district-times sq/theatre district,21,157,408,0.007877389683931028,0.009438914376785268,5.88676415448069,7.07105719237435,0.05956556123725436
times sq/theatre district-times sq/theatre district,22,177,451,0.008880878815641986,0.010433701921397441,6.636670416197974,7.816291161178509,0.05956556123725436
times sq/theatre district-times sq/theatre district,23,124,281,0.006221632616607946,0.006500820931070246,4.64941882264717,4.87001733102253,0.05956556123725436
yorkville east-upper east side south,0,2,8,0.0001003489131710959,0.00018507675248598563,0.07630675314765357,0.14678899082568808,0.06775164602067284
yorkville east-upper east side south,1,0,5,0.0,0.00011567297030374101,0.0,0.09174311926605505,0.06775164602067284
yorkville east-upper east side south,2,1,4,5.017445658554795e-05,9.253837624299282e-05,0.03815337657382679,0.07339449541284404,0.06775164602067284
yorkville east-upper east side south,3,0,3,0.0,6.940378218224462e-05,0.0,0.05504587155963303,0.06775164602067284
yorkville east-upper east side south,4,0,9,0.0,0.00020821134654673386,0.0,0.1651376146788991,0.06775164602067284
yorkville east-upper east side south,5,12,35,0.0006020934790265754,0.0008097107921261872,0.45784051888592137,0.6422018348623854,0.06775164602067284
yorkville east-upper east side south,6,70,105,0.003512211960988356,0.0024291323763785616,2.670736360167875,1.926605504587156,0.06775164602067284
yorkville east-upper east side south,7,125,348,0.006271807073193494,0.008050838733140374,4.769172071728348,6.385321100917431,0.06775164602067284
yorkville east-upper east side south,8,149,393,0.007475994031246645,0.009091895465874045,5.684853109500191,7.2110091743119265,0.06775164602067284
yorkville east-upper east side south,9,187,432,0.009382623381497467,0.009994144634243226,7.134681419305608,7.9266055045871555,0.06775164602067284
yorkville east-upper east side south,10,202,374,0.010135240230280685,0.00865233817871983,7.706982067913009,6.862385321100918,0.06775164602067284
yorkville east-upper east side south,11,226,482,0.011339427188333837,0.011150874337280636,8.622663105684854,8.844036697247706,0.06775164602067284
yorkville east-upper east side south,12,187,442,0.009382623381497467,0.010225490574850707,7.134681419305608,8.110091743119266,0.06775164602067284
yorkville east-upper east side south,13,188,359,0.009432797838083014,0.008305319267808605,7.172834795879435,6.587155963302753,0.06775164602067284
yorkville east-upper east side south,14,175,371,0.008780529902470892,0.008582934396537584,6.676840900419687,6.807339449541285,0.06775164602067284
yorkville east-upper east side south,15,225,370,0.01128925273174829,0.008559799802476837,8.584509729111026,6.7889908256880735,0.06775164602067284
yorkville east-upper east side south,16,172,340,0.008630006532714247,0.00786576198065439,6.562380770698207,6.238532110091743,0.06775164602067284
yorkville east-upper east side south,17,243,449,0.012192392950288152,0.010387432733275944,9.271270507439908,8.238532110091743,0.06775164602067284
yorkville east-upper east side south,18,245,376,0.012292741863459248,0.008698607366841325,9.347577260587563,6.89908256880734,0.06775164602067284
yorkville east-upper east side south,19,102,224,0.005117794571725891,0.005182149069607598,3.891644410530332,4.110091743119266,0.06775164602067284
yorkville east-upper east side south,20,51,146,0.0025588972858629454,0.003377650732869238,1.945822205265166,2.6788990825688073,0.06775164602067284
yorkville east-upper east side south,21,36,91,0.001806280437079726,0.002105248059528087,1.3735215566577643,1.669724770642202,0.06775164602067284
